frame,abstime,reltime,Line 1 [C]
0,2018-06-13 14:33:59.925000,0.000000,2.845120e+001
1,2018-06-13 14:33:59.958000,0.033000,2.845164e+001
2,2018-06-13 14:33:59.992000,0.067000,2.843580e+001
3,2018-06-13 14:34:00.026000,0.101000,2.843880e+001
4,2018-06-13 14:34:00.059000,0.134000,2.844823e+001
5,2018-06-13 14:34:00.092000,0.167000,2.844865e+001
6,2018-06-13 14:34:00.125000,0.200000,2.845808e+001
7,2018-06-13 14:34:00.158000,0.233000,2.846663e+001
8,2018-06-13 14:34:00.192000,0.267000,2.844950e+001
9,2018-06-13 14:34:00.225000,0.300000,2.844393e+001
10,2018-06-13 14:34:00.259000,0.334000,2.843193e+001
11,2018-06-13 14:34:00.292000,0.367000,2.842337e+001
12,2018-06-13 14:34:00.325000,0.400000,2.842122e+001
13,2018-06-13 14:34:00.358000,0.433000,2.839855e+001
14,2018-06-13 14:34:00.391000,0.466000,2.841010e+001
15,2018-06-13 14:34:00.425000,0.500000,2.839127e+001
16,2018-06-13 14:34:00.458000,0.533000,2.839982e+001
17,2018-06-13 14:34:00.492000,0.567000,2.838785e+001
18,2018-06-13 14:34:00.525000,0.600000,2.837071e+001
19,2018-06-13 14:34:00.558000,0.633000,2.837115e+001
20,2018-06-13 14:34:00.591000,0.666000,2.837286e+001
21,2018-06-13 14:34:00.624000,0.699000,2.836985e+001
22,2018-06-13 14:34:00.657000,0.732000,2.835057e+001
23,2018-06-13 14:34:00.691000,0.766000,2.834800e+001
24,2018-06-13 14:34:00.724000,0.799000,2.833901e+001
25,2018-06-13 14:34:00.758000,0.833000,2.832958e+001
26,2018-06-13 14:34:00.791000,0.866000,2.833429e+001
27,2018-06-13 14:34:00.824000,0.899000,2.831844e+001
28,2018-06-13 14:34:00.857000,0.932000,2.832016e+001
29,2018-06-13 14:34:00.890000,0.965000,2.830814e+001
30,2018-06-13 14:34:00.924000,0.999000,2.830514e+001
31,2018-06-13 14:34:00.957000,1.032000,2.829400e+001
32,2018-06-13 14:34:00.991000,1.066000,2.829487e+001
33,2018-06-13 14:34:01.024000,1.099000,2.830430e+001
34,2018-06-13 14:34:01.057000,1.132000,2.829829e+001
35,2018-06-13 14:34:01.090000,1.165000,2.829743e+001
36,2018-06-13 14:34:01.123000,1.198000,2.830428e+001
37,2018-06-13 14:34:01.157000,1.232000,2.829229e+001
38,2018-06-13 14:34:01.190000,1.265000,2.829230e+001
39,2018-06-13 14:34:01.224000,1.299000,2.828458e+001
40,2018-06-13 14:34:01.258000,1.333000,2.828887e+001
41,2018-06-13 14:34:01.291000,1.366000,2.828029e+001
42,2018-06-13 14:34:01.324000,1.399000,2.827944e+001
43,2018-06-13 14:34:01.357000,1.432000,2.827986e+001
44,2018-06-13 14:34:01.390000,1.465000,2.826957e+001
45,2018-06-13 14:34:01.424000,1.499000,2.825671e+001
46,2018-06-13 14:34:01.458000,1.533000,2.824769e+001
47,2018-06-13 14:34:01.492000,1.567000,2.824469e+001
48,2018-06-13 14:34:01.525000,1.600000,2.824684e+001
49,2018-06-13 14:34:01.558000,1.633000,2.824469e+001
50,2018-06-13 14:34:01.591000,1.666000,2.823912e+001
51,2018-06-13 14:34:01.624000,1.699000,2.823568e+001
52,2018-06-13 14:34:01.658000,1.733000,2.829656e+001
53,2018-06-13 14:34:01.691000,1.766000,2.843105e+001
54,2018-06-13 14:34:01.725000,1.800000,2.858076e+001
55,2018-06-13 14:34:01.758000,1.833000,2.873451e+001
56,2018-06-13 14:34:01.791000,1.866000,2.887049e+001
57,2018-06-13 14:34:01.824000,1.899000,2.907209e+001
58,2018-06-13 14:34:01.857000,1.932000,2.930253e+001
59,2018-06-13 14:34:01.890000,1.965000,2.950042e+001
60,2018-06-13 14:34:01.924000,1.999000,2.975716e+001
61,2018-06-13 14:34:01.958000,2.033000,2.998613e+001
62,2018-06-13 14:34:01.991000,2.066000,3.009758e+001
