frame,abstime,reltime,Line 1 [C]
0,2018-06-13 15:22:00.052000,0.000000,2.849298e+001
10,2018-06-13 15:22:00.386000,0.334000,2.841272e+001
20,2018-06-13 15:22:00.718000,0.666000,2.831249e+001
30,2018-06-13 15:22:01.052000,1.000000,2.823114e+001
40,2018-06-13 15:22:01.386000,1.334000,2.821099e+001
50,2018-06-13 15:22:01.718000,1.666000,2.820145e+001
60,2018-06-13 15:22:02.054000,2.002000,2.900317e+001
70,2018-06-13 15:22:02.386000,2.334000,2.906343e+001
80,2018-06-13 15:22:02.719000,2.667000,2.908204e+001
90,2018-06-13 15:22:03.053000,3.001000,2.970896e+001
100,2018-06-13 15:22:03.385000,3.333000,2.981914e+001
110,2018-06-13 15:22:03.718000,3.666000,2.982332e+001
120,2018-06-13 15:22:04.052000,4.000000,3.003836e+001
130,2018-06-13 15:22:04.386000,4.334000,3.000104e+001
140,2018-06-13 15:22:04.719000,4.667000,2.998369e+001
150,2018-06-13 15:22:05.052000,5.000000,2.980473e+001
160,2018-06-13 15:22:05.385000,5.333000,2.952581e+001
170,2018-06-13 15:22:05.719000,5.667000,2.954983e+001
180,2018-06-13 15:22:06.052000,6.000000,3.013532e+001
190,2018-06-13 15:22:06.385000,6.333000,3.116015e+001
200,2018-06-13 15:22:06.719000,6.667000,3.227443e+001
210,2018-06-13 15:22:07.053000,7.001000,3.351143e+001
220,2018-06-13 15:22:07.386000,7.334000,3.496073e+001
230,2018-06-13 15:22:07.719000,7.667000,3.544912e+001
240,2018-06-13 15:22:08.052000,8.000000,3.593705e+001
250,2018-06-13 15:22:08.386000,8.334000,3.620529e+001
260,2018-06-13 15:22:08.719000,8.667000,3.639561e+001
270,2018-06-13 15:22:09.051000,8.999000,3.672187e+001
280,2018-06-13 15:22:09.384000,9.332000,3.671040e+001
290,2018-06-13 15:22:09.718000,9.666000,3.687155e+001
300,2018-06-13 15:22:10.051000,9.999000,3.704599e+001
310,2018-06-13 15:22:10.385000,10.333000,3.706609e+001
320,2018-06-13 15:22:10.718000,10.666000,3.717509e+001
330,2018-06-13 15:22:11.051000,10.999000,3.744239e+001
340,2018-06-13 15:22:11.385000,11.333000,3.750651e+001
350,2018-06-13 15:22:11.718000,11.666000,3.755754e+001
360,2018-06-13 15:22:12.051000,11.999000,3.774395e+001
370,2018-06-13 15:22:12.385000,12.333000,3.785935e+001
380,2018-06-13 15:22:12.718000,12.666000,3.735895e+001
390,2018-06-13 15:22:13.051000,12.999000,3.665224e+001
400,2018-06-13 15:22:13.385000,13.333000,3.565790e+001
410,2018-06-13 15:22:13.718000,13.666000,3.488132e+001
420,2018-06-13 15:22:14.051000,13.999000,3.406201e+001
430,2018-06-13 15:22:14.383000,14.331000,3.335506e+001
440,2018-06-13 15:22:14.718000,14.666000,3.276582e+001
450,2018-06-13 15:22:15.051000,14.999000,3.226767e+001
460,2018-06-13 15:22:15.383000,15.331000,3.186066e+001
470,2018-06-13 15:22:15.718000,15.666000,3.151110e+001
480,2018-06-13 15:22:16.050000,15.998000,3.115518e+001
490,2018-06-13 15:22:16.384000,16.332000,3.088393e+001
500,2018-06-13 15:22:16.718000,16.666000,3.059038e+001
510,2018-06-13 15:22:17.050000,16.998000,3.037343e+001
520,2018-06-13 15:22:17.384000,17.332000,3.008428e+001
530,2018-06-13 15:22:17.717000,17.665000,2.982503e+001
540,2018-06-13 15:22:18.050000,17.998000,2.996699e+001
550,2018-06-13 15:22:18.385000,18.333000,3.208905e+001
560,2018-06-13 15:22:18.717000,18.665000,3.394435e+001
570,2018-06-13 15:22:19.050000,18.998000,3.545065e+001
580,2018-06-13 15:22:19.384000,19.332000,3.647594e+001
590,2018-06-13 15:22:19.716000,19.664000,3.715139e+001
600,2018-06-13 15:22:20.049000,19.997000,3.763799e+001
610,2018-06-13 15:22:20.384000,20.332000,3.784954e+001
620,2018-06-13 15:22:20.716000,20.664000,3.791396e+001
630,2018-06-13 15:22:21.050000,20.998000,3.809912e+001
640,2018-06-13 15:22:21.383000,21.331000,3.796581e+001
650,2018-06-13 15:22:21.716000,21.664000,3.840447e+001
660,2018-06-13 15:22:22.051000,21.999000,3.829067e+001
670,2018-06-13 15:22:22.383000,22.331000,3.839817e+001
680,2018-06-13 15:22:22.717000,22.665000,3.886279e+001
690,2018-06-13 15:22:23.050000,22.998000,3.850186e+001
700,2018-06-13 15:22:23.383000,23.331000,3.938627e+001
710,2018-06-13 15:22:23.716000,23.664000,3.913164e+001
720,2018-06-13 15:22:24.049000,23.997000,3.862745e+001
730,2018-06-13 15:22:24.383000,24.331000,3.802738e+001
740,2018-06-13 15:22:24.716000,24.664000,3.721209e+001
750,2018-06-13 15:22:25.049000,24.997000,3.630702e+001
760,2018-06-13 15:22:25.382000,25.330000,3.540767e+001
770,2018-06-13 15:22:25.716000,25.664000,3.468126e+001
780,2018-06-13 15:22:26.050000,25.998000,3.375740e+001
790,2018-06-13 15:22:26.383000,26.331000,3.325229e+001
800,2018-06-13 15:22:26.716000,26.664000,3.254392e+001
810,2018-06-13 15:22:27.050000,26.998000,3.192113e+001
820,2018-06-13 15:22:27.383000,27.331000,3.153602e+001
830,2018-06-13 15:22:27.717000,27.665000,3.098852e+001
840,2018-06-13 15:22:28.049000,27.997000,3.065740e+001
850,2018-06-13 15:22:28.383000,28.331000,3.038392e+001
860,2018-06-13 15:22:28.717000,28.665000,3.002919e+001
870,2018-06-13 15:22:29.050000,28.998000,3.008520e+001
880,2018-06-13 15:22:29.383000,29.331000,3.158915e+001
890,2018-06-13 15:22:29.715000,29.663000,3.345343e+001
900,2018-06-13 15:22:30.049000,29.997000,3.509913e+001
910,2018-06-13 15:22:30.382000,30.330000,3.579786e+001
920,2018-06-13 15:22:30.715000,30.663000,3.686009e+001
930,2018-06-13 15:22:31.050000,30.998000,3.756092e+001
940,2018-06-13 15:22:31.382000,31.330000,3.806951e+001
950,2018-06-13 15:22:31.715000,31.663000,3.832397e+001
960,2018-06-13 15:22:32.049000,31.997000,3.878480e+001
970,2018-06-13 15:22:32.382000,32.330000,3.843223e+001
980,2018-06-13 15:22:32.716000,32.664000,3.894854e+001
990,2018-06-13 15:22:33.049000,32.997000,3.874841e+001
1000,2018-06-13 15:22:33.382000,33.330000,3.894626e+001
