frame,abstime,reltime,Line 1 [C]
0,2018-06-13 13:38:46.163000,0.000000,2.901416e+001
1,2018-06-13 13:38:46.196000,0.033000,2.901179e+001
2,2018-06-13 13:38:46.230000,0.067000,2.900677e+001
3,2018-06-13 13:38:46.263000,0.100000,2.900206e+001
4,2018-06-13 13:38:46.296000,0.133000,2.900069e+001
5,2018-06-13 13:38:46.329000,0.166000,2.898658e+001
6,2018-06-13 13:38:46.362000,0.199000,2.896641e+001
7,2018-06-13 13:38:46.396000,0.233000,2.897815e+001
8,2018-06-13 13:38:46.429000,0.266000,2.897914e+001
9,2018-06-13 13:38:46.463000,0.300000,2.898250e+001
10,2018-06-13 13:38:46.497000,0.334000,2.898719e+001
11,2018-06-13 13:38:46.530000,0.367000,2.898147e+001
12,2018-06-13 13:38:46.563000,0.400000,2.897710e+001
13,2018-06-13 13:38:46.596000,0.433000,2.898381e+001
14,2018-06-13 13:38:46.629000,0.466000,2.899055e+001
15,2018-06-13 13:38:46.663000,0.500000,2.899257e+001
16,2018-06-13 13:38:46.696000,0.533000,2.899934e+001
17,2018-06-13 13:38:46.730000,0.567000,2.898993e+001
18,2018-06-13 13:38:46.763000,0.600000,2.899464e+001
19,2018-06-13 13:38:46.796000,0.633000,2.898760e+001
20,2018-06-13 13:38:46.829000,0.666000,2.898392e+001
21,2018-06-13 13:38:46.862000,0.699000,2.897989e+001
22,2018-06-13 13:38:46.896000,0.733000,2.898361e+001
23,2018-06-13 13:38:46.929000,0.766000,2.897489e+001
24,2018-06-13 13:38:46.963000,0.800000,2.897960e+001
25,2018-06-13 13:38:46.996000,0.833000,2.896688e+001
26,2018-06-13 13:38:47.029000,0.866000,2.897395e+001
27,2018-06-13 13:38:47.062000,0.899000,2.896689e+001
28,2018-06-13 13:38:47.095000,0.932000,2.896959e+001
29,2018-06-13 13:38:47.128000,0.965000,2.895480e+001
30,2018-06-13 13:38:47.162000,0.999000,2.896387e+001
31,2018-06-13 13:38:47.196000,1.033000,2.895915e+001
32,2018-06-13 13:38:47.230000,1.067000,2.895980e+001
33,2018-06-13 13:38:47.263000,1.100000,2.896721e+001
34,2018-06-13 13:38:47.296000,1.133000,2.895544e+001
35,2018-06-13 13:38:47.329000,1.166000,2.895546e+001
36,2018-06-13 13:38:47.362000,1.199000,2.896450e+001
37,2018-06-13 13:38:47.396000,1.233000,2.896620e+001
38,2018-06-13 13:38:47.430000,1.267000,2.897192e+001
39,2018-06-13 13:38:47.464000,1.301000,2.896454e+001
40,2018-06-13 13:38:47.497000,1.334000,2.896183e+001
41,2018-06-13 13:38:47.530000,1.367000,2.895208e+001
42,2018-06-13 13:38:47.563000,1.400000,2.894670e+001
43,2018-06-13 13:38:47.596000,1.433000,2.894603e+001
44,2018-06-13 13:38:47.630000,1.467000,2.893596e+001
45,2018-06-13 13:38:47.663000,1.500000,2.893663e+001
46,2018-06-13 13:38:47.697000,1.534000,2.892521e+001
47,2018-06-13 13:38:47.730000,1.567000,2.893395e+001
48,2018-06-13 13:38:47.763000,1.600000,2.893865e+001
49,2018-06-13 13:38:47.796000,1.633000,2.893798e+001
50,2018-06-13 13:38:47.829000,1.666000,2.893798e+001
51,2018-06-13 13:38:47.862000,1.699000,2.893564e+001
52,2018-06-13 13:38:47.896000,1.733000,2.893664e+001
53,2018-06-13 13:38:47.930000,1.767000,2.893799e+001
54,2018-06-13 13:38:47.963000,1.800000,2.894908e+001
55,2018-06-13 13:38:47.996000,1.833000,2.894841e+001
56,2018-06-13 13:38:48.029000,1.866000,2.895176e+001
57,2018-06-13 13:38:48.062000,1.899000,2.895678e+001
58,2018-06-13 13:38:48.095000,1.932000,2.895242e+001
59,2018-06-13 13:38:48.129000,1.966000,2.894876e+001
60,2018-06-13 13:38:48.163000,2.000000,2.894739e+001
61,2018-06-13 13:38:48.197000,2.034000,2.896115e+001
62,2018-06-13 13:38:48.230000,2.067000,2.893863e+001
63,2018-06-13 13:38:48.263000,2.100000,2.894368e+001
64,2018-06-13 13:38:48.296000,2.133000,2.896014e+001
65,2018-06-13 13:38:48.329000,2.166000,2.896887e+001
66,2018-06-13 13:38:48.363000,2.200000,2.896584e+001
67,2018-06-13 13:38:48.397000,2.234000,2.897055e+001
68,2018-06-13 13:38:48.431000,2.268000,2.899067e+001
