frame,abstime,reltime,Line 1 [C]
0,2018-06-13 14:29:37.929000,0.000000,2.857105e+001
1,2018-06-13 14:29:37.962000,0.033000,2.855351e+001
2,2018-06-13 14:29:37.996000,0.067000,2.853352e+001
3,2018-06-13 14:29:38.030000,0.101000,2.854160e+001
4,2018-06-13 14:29:38.063000,0.134000,2.854547e+001
5,2018-06-13 14:29:38.096000,0.167000,2.853108e+001
6,2018-06-13 14:29:38.129000,0.200000,2.854268e+001
7,2018-06-13 14:29:38.162000,0.233000,2.852934e+001
8,2018-06-13 14:29:38.196000,0.267000,2.852409e+001
9,2018-06-13 14:29:38.229000,0.300000,2.851638e+001
10,2018-06-13 14:29:38.263000,0.334000,2.851742e+001
11,2018-06-13 14:29:38.296000,0.367000,2.851462e+001
12,2018-06-13 14:29:38.329000,0.400000,2.851321e+001
13,2018-06-13 14:29:38.362000,0.433000,2.851531e+001
14,2018-06-13 14:29:38.395000,0.466000,2.849391e+001
15,2018-06-13 14:29:38.429000,0.500000,2.851041e+001
16,2018-06-13 14:29:38.462000,0.533000,2.850129e+001
17,2018-06-13 14:29:38.496000,0.567000,2.849708e+001
18,2018-06-13 14:29:38.529000,0.600000,2.848094e+001
19,2018-06-13 14:29:38.562000,0.633000,2.851286e+001
20,2018-06-13 14:29:38.595000,0.666000,2.847812e+001
21,2018-06-13 14:29:38.628000,0.699000,2.848268e+001
22,2018-06-13 14:29:38.661000,0.732000,2.847916e+001
23,2018-06-13 14:29:38.695000,0.766000,2.850303e+001
24,2018-06-13 14:29:38.729000,0.800000,2.849882e+001
25,2018-06-13 14:29:38.763000,0.834000,2.848796e+001
26,2018-06-13 14:29:38.796000,0.867000,2.850900e+001
27,2018-06-13 14:29:38.829000,0.900000,2.846162e+001
28,2018-06-13 14:29:38.862000,0.933000,2.846163e+001
29,2018-06-13 14:29:38.895000,0.966000,2.844618e+001
30,2018-06-13 14:29:38.929000,1.000000,2.843178e+001
31,2018-06-13 14:29:38.962000,1.033000,2.841634e+001
32,2018-06-13 14:29:38.996000,1.067000,2.842054e+001
33,2018-06-13 14:29:39.029000,1.100000,2.843563e+001
34,2018-06-13 14:29:39.062000,1.133000,2.842194e+001
35,2018-06-13 14:29:39.095000,1.166000,2.840790e+001
36,2018-06-13 14:29:39.128000,1.199000,2.842406e+001
37,2018-06-13 14:29:39.162000,1.233000,2.840826e+001
38,2018-06-13 14:29:39.195000,1.266000,2.838894e+001
39,2018-06-13 14:29:39.229000,1.300000,2.839667e+001
40,2018-06-13 14:29:39.262000,1.333000,2.835980e+001
41,2018-06-13 14:29:39.295000,1.366000,2.837315e+001
42,2018-06-13 14:29:39.328000,1.399000,2.841670e+001
43,2018-06-13 14:29:39.361000,1.432000,2.838404e+001
44,2018-06-13 14:29:39.394000,1.465000,2.838756e+001
45,2018-06-13 14:29:39.428000,1.499000,2.841074e+001
46,2018-06-13 14:29:39.461000,1.532000,2.837947e+001
47,2018-06-13 14:29:39.495000,1.566000,2.837666e+001
48,2018-06-13 14:29:39.528000,1.599000,2.837842e+001
49,2018-06-13 14:29:39.561000,1.632000,2.837702e+001
50,2018-06-13 14:29:39.594000,1.665000,2.835347e+001
51,2018-06-13 14:29:39.627000,1.698000,2.837104e+001
52,2018-06-13 14:29:39.661000,1.732000,2.837070e+001
53,2018-06-13 14:29:39.694000,1.765000,2.836226e+001
54,2018-06-13 14:29:39.728000,1.799000,2.834681e+001
55,2018-06-13 14:29:39.761000,1.832000,2.836331e+001
56,2018-06-13 14:29:39.794000,1.865000,2.834575e+001
57,2018-06-13 14:29:39.827000,1.898000,2.831728e+001
58,2018-06-13 14:29:39.860000,1.931000,2.832396e+001
59,2018-06-13 14:29:39.893000,1.964000,2.830990e+001
60,2018-06-13 14:29:39.927000,1.998000,2.833028e+001
61,2018-06-13 14:29:39.961000,2.032000,2.831377e+001
62,2018-06-13 14:29:39.995000,2.066000,2.831131e+001
63,2018-06-13 14:29:40.028000,2.099000,2.832361e+001
64,2018-06-13 14:29:40.061000,2.132000,2.842512e+001
65,2018-06-13 14:29:40.094000,2.165000,2.867303e+001
66,2018-06-13 14:29:40.127000,2.198000,2.895532e+001
67,2018-06-13 14:29:40.161000,2.232000,2.922950e+001
68,2018-06-13 14:29:40.195000,2.266000,2.955448e+001
69,2018-06-13 14:29:40.229000,2.300000,2.975403e+001
70,2018-06-13 14:29:40.262000,2.333000,2.995358e+001
71,2018-06-13 14:29:40.295000,2.366000,3.007082e+001
72,2018-06-13 14:29:40.328000,2.399000,3.015961e+001
73,2018-06-13 14:29:40.361000,2.432000,3.023868e+001
74,2018-06-13 14:29:40.395000,2.466000,3.032700e+001
75,2018-06-13 14:29:40.428000,2.499000,3.036875e+001
76,2018-06-13 14:29:40.462000,2.533000,3.042287e+001
77,2018-06-13 14:29:40.495000,2.566000,3.048141e+001
78,2018-06-13 14:29:40.528000,2.599000,3.049105e+001
79,2018-06-13 14:29:40.561000,2.632000,3.047112e+001
80,2018-06-13 14:29:40.594000,2.665000,3.047490e+001
81,2018-06-13 14:29:40.628000,2.699000,3.046734e+001
82,2018-06-13 14:29:40.661000,2.732000,3.042638e+001
83,2018-06-13 14:29:40.695000,2.766000,3.036609e+001
84,2018-06-13 14:29:40.728000,2.799000,3.033610e+001
85,2018-06-13 14:29:40.761000,2.832000,3.029541e+001
86,2018-06-13 14:29:40.794000,2.865000,3.026161e+001
