frame,abstime,reltime,Line 1 [C]
0,2018-06-13 15:50:56.533000,0.000000,2.834517e+001
10,2018-06-13 15:50:56.867000,0.334000,2.840219e+001
20,2018-06-13 15:50:57.200000,0.667000,2.841667e+001
30,2018-06-13 15:50:57.533000,1.000000,2.833993e+001
40,2018-06-13 15:50:57.867000,1.334000,2.830970e+001
50,2018-06-13 15:50:58.200000,1.667000,2.830200e+001
60,2018-06-13 15:50:58.533000,2.000000,2.829275e+001
70,2018-06-13 15:50:58.866000,2.333000,2.828041e+001
80,2018-06-13 15:50:59.199000,2.666000,2.879896e+001
90,2018-06-13 15:50:59.533000,3.000000,2.979897e+001
100,2018-06-13 15:50:59.865000,3.332000,3.006566e+001
110,2018-06-13 15:51:00.199000,3.666000,3.001545e+001
120,2018-06-13 15:51:00.532000,3.999000,3.003122e+001
130,2018-06-13 15:51:00.866000,4.333000,3.052267e+001
140,2018-06-13 15:51:01.199000,4.666000,3.132554e+001
150,2018-06-13 15:51:01.532000,4.999000,3.266094e+001
160,2018-06-13 15:51:01.866000,5.333000,3.346004e+001
170,2018-06-13 15:51:02.199000,5.666000,3.403257e+001
180,2018-06-13 15:51:02.533000,6.000000,3.449791e+001
190,2018-06-13 15:51:02.866000,6.333000,3.482327e+001
200,2018-06-13 15:51:03.199000,6.666000,3.507693e+001
210,2018-06-13 15:51:03.533000,7.000000,3.527356e+001
220,2018-06-13 15:51:03.865000,7.332000,3.558055e+001
230,2018-06-13 15:51:04.198000,7.665000,3.581984e+001
240,2018-06-13 15:51:04.531000,7.998000,3.651985e+001
250,2018-06-13 15:51:04.865000,8.332000,3.678641e+001
260,2018-06-13 15:51:05.199000,8.666000,3.698110e+001
270,2018-06-13 15:51:05.531000,8.998000,3.668984e+001
280,2018-06-13 15:51:05.866000,9.333000,3.588151e+001
290,2018-06-13 15:51:06.199000,9.666000,3.510526e+001
300,2018-06-13 15:51:06.531000,9.998000,3.419033e+001
310,2018-06-13 15:51:06.866000,10.333000,3.336621e+001
320,2018-06-13 15:51:07.198000,10.665000,3.274437e+001
330,2018-06-13 15:51:07.531000,10.998000,3.220623e+001
340,2018-06-13 15:51:07.865000,11.332000,3.173599e+001
350,2018-06-13 15:51:08.198000,11.665000,3.135952e+001
360,2018-06-13 15:51:08.533000,12.000000,3.109345e+001
370,2018-06-13 15:51:08.865000,12.332000,3.081507e+001
380,2018-06-13 15:51:09.199000,12.666000,3.083929e+001
390,2018-06-13 15:51:09.532000,12.999000,3.246816e+001
400,2018-06-13 15:51:09.864000,13.331000,3.421912e+001
410,2018-06-13 15:51:10.197000,13.664000,3.529193e+001
420,2018-06-13 15:51:10.532000,13.999000,3.560445e+001
430,2018-06-13 15:51:10.864000,14.331000,3.606405e+001
440,2018-06-13 15:51:11.197000,14.664000,3.619677e+001
450,2018-06-13 15:51:11.532000,14.999000,3.632902e+001
460,2018-06-13 15:51:11.865000,15.332000,3.647896e+001
470,2018-06-13 15:51:12.199000,15.666000,3.641095e+001
480,2018-06-13 15:51:12.531000,15.998000,3.656512e+001
