frame,abstime,reltime,Line 1 [C]
0,2018-06-20 08:43:35.920000,0.000000,2.763386e+001
1,2018-06-20 08:43:35.953000,0.033000,2.763116e+001
2,2018-06-20 08:43:35.986000,0.066000,2.764055e+001
3,2018-06-20 08:43:36.019000,0.099000,2.764189e+001
4,2018-06-20 08:43:36.052000,0.132000,2.764155e+001
5,2018-06-20 08:43:36.086000,0.166000,2.763014e+001
6,2018-06-20 08:43:36.119000,0.199000,2.763418e+001
7,2018-06-20 08:43:36.152000,0.232000,2.763754e+001
8,2018-06-20 08:43:36.186000,0.266000,2.764091e+001
9,2018-06-20 08:43:36.219000,0.299000,2.764896e+001
10,2018-06-20 08:43:36.252000,0.332000,2.764694e+001
11,2018-06-20 08:43:36.285000,0.365000,2.764795e+001
12,2018-06-20 08:43:36.319000,0.399000,2.764392e+001
13,2018-06-20 08:43:36.353000,0.433000,2.764728e+001
14,2018-06-20 08:43:36.386000,0.466000,2.764091e+001
15,2018-06-20 08:43:36.420000,0.500000,2.764125e+001
16,2018-06-20 08:43:36.453000,0.533000,2.763991e+001
17,2018-06-20 08:43:36.486000,0.566000,2.763118e+001
18,2018-06-20 08:43:36.519000,0.599000,2.764091e+001
19,2018-06-20 08:43:36.552000,0.632000,2.764025e+001
20,2018-06-20 08:43:36.586000,0.666000,2.763822e+001
21,2018-06-20 08:43:36.619000,0.699000,2.763755e+001
22,2018-06-20 08:43:36.653000,0.733000,2.763790e+001
23,2018-06-20 08:43:36.686000,0.766000,2.763522e+001
24,2018-06-20 08:43:36.719000,0.799000,2.764026e+001
25,2018-06-20 08:43:36.752000,0.832000,2.762952e+001
26,2018-06-20 08:43:36.785000,0.865000,2.764059e+001
27,2018-06-20 08:43:36.819000,0.899000,2.763893e+001
28,2018-06-20 08:43:36.852000,0.932000,2.765134e+001
29,2018-06-20 08:43:36.886000,0.966000,2.764296e+001
30,2018-06-20 08:43:36.919000,0.999000,2.764800e+001
31,2018-06-20 08:43:36.952000,1.032000,2.764733e+001
32,2018-06-20 08:43:36.985000,1.065000,2.764966e+001
33,2018-06-20 08:43:37.018000,1.098000,2.765267e+001
34,2018-06-20 08:43:37.052000,1.132000,2.764395e+001
35,2018-06-20 08:43:37.086000,1.166000,2.764865e+001
36,2018-06-20 08:43:37.120000,1.200000,2.764765e+001
37,2018-06-20 08:43:37.153000,1.233000,2.764631e+001
38,2018-06-20 08:43:37.186000,1.266000,2.765873e+001
39,2018-06-20 08:43:37.219000,1.299000,2.765203e+001
40,2018-06-20 08:43:37.252000,1.332000,2.767451e+001
41,2018-06-20 08:43:37.286000,1.366000,2.766612e+001
42,2018-06-20 08:43:37.320000,1.400000,2.766007e+001
43,2018-06-20 08:43:37.354000,1.434000,2.765470e+001
44,2018-06-20 08:43:37.387000,1.467000,2.764565e+001
45,2018-06-20 08:43:37.420000,1.500000,2.763861e+001
46,2018-06-20 08:43:37.453000,1.533000,2.762687e+001
47,2018-06-20 08:43:37.486000,1.566000,2.761713e+001
48,2018-06-20 08:43:37.519000,1.599000,2.760505e+001
49,2018-06-20 08:43:37.553000,1.633000,2.759633e+001
50,2018-06-20 08:43:37.587000,1.667000,2.759264e+001
