frame,abstime,reltime,Line 1 [C]
1,2018-06-20 10:11:28.706000,0.000000,2.844374e+001
2,2018-06-20 10:11:28.770000,0.064000,2.844719e+001
3,2018-06-20 10:11:28.833000,0.127000,2.845281e+001
4,2018-06-20 10:11:28.896000,0.190000,2.844285e+001
5,2018-06-20 10:11:28.959000,0.253000,2.842598e+001
6,2018-06-20 10:11:29.023000,0.317000,2.841429e+001
7,2018-06-20 10:11:29.086000,0.380000,2.840822e+001
8,2018-06-20 10:11:29.145000,0.439000,2.840000e+001
9,2018-06-20 10:11:29.206000,0.500000,2.840087e+001
10,2018-06-20 10:11:29.269000,0.563000,2.840304e+001
11,2018-06-20 10:11:29.333000,0.627000,2.841343e+001
12,2018-06-20 10:11:29.397000,0.691000,2.841819e+001
13,2018-06-20 10:11:29.459000,0.753000,2.842989e+001
14,2018-06-20 10:11:29.518000,0.812000,2.843595e+001
15,2018-06-20 10:11:29.581000,0.875000,2.843421e+001
16,2018-06-20 10:11:29.646000,0.940000,2.844893e+001
17,2018-06-20 10:11:29.709000,1.003000,2.845499e+001
18,2018-06-20 10:11:29.835000,1.129000,2.848529e+001
19,2018-06-20 10:11:29.896000,1.190000,2.848139e+001
20,2018-06-20 10:11:29.957000,1.251000,2.846407e+001
21,2018-06-20 10:11:30.019000,1.313000,2.843115e+001
22,2018-06-20 10:11:30.082000,1.376000,2.839822e+001
23,2018-06-20 10:11:30.151000,1.445000,2.840817e+001
24,2018-06-20 10:11:30.204000,1.498000,2.859689e+001
25,2018-06-20 10:11:30.268000,1.562000,3.204658e+001
26,2018-06-20 10:11:30.349000,1.643000,3.283381e+001
27,2018-06-20 10:11:30.391000,1.685000,3.290570e+001
28,2018-06-20 10:11:30.454000,1.748000,3.297504e+001
29,2018-06-20 10:11:30.517000,1.811000,3.301279e+001
30,2018-06-20 10:11:30.581000,1.875000,3.302980e+001
31,2018-06-20 10:11:30.642000,1.936000,3.308040e+001
32,2018-06-20 10:11:30.703000,1.997000,3.309201e+001
33,2018-06-20 10:11:30.766000,2.060000,3.312144e+001
34,2018-06-20 10:11:30.829000,2.123000,3.312849e+001
35,2018-06-20 10:11:30.893000,2.187000,3.028068e+001
